# P, Pc, E, M, R, EoS
6.268480088440700664e-13 3.400000000000000000e+01 3.620350895041317472e+02 1.047225731830980111e+00 1.235199999999859344e+01 APR_1
1.147753382497416803e-12 3.500000000000000000e+01 3.656446570182748133e+02 1.063073168527217671e+00 1.235399999999859233e+01 APR_1
5.824562727829974233e-13 3.600000000000000000e+01 3.691880114530154628e+02 1.078577992462167012e+00 1.235499999999859178e+01 APR_1
7.183403009931786748e-13 3.700000000000000000e+01 3.726682078619943468e+02 1.093753166066506299e+00 1.235599999999859122e+01 APR_1
1.208755985458052451e-12 3.800000000000000000e+01 3.760880834357741946e+02 1.108610885351218656e+00 1.235799999999859011e+01 APR_1
1.265597887913183150e-12 3.900000000000000000e+01 3.794502783155056136e+02 1.123162659105333416e+00 1.235899999999858956e+01 APR_1
1.255204574036976539e-12 4.000000000000000000e+01 3.827572539392739941e+02 1.137419363609751377e+00 1.235999999999858900e+01 APR_1
1.160513741181512322e-12 4.100000000000000000e+01 3.860113092675791222e+02 1.151391278090672987e+00 1.236099999999858845e+01 APR_1
9.878922204654708212e-13 4.200000000000000000e+01 3.892145951785363422e+02 1.165088158717179301e+00 1.236099999999858845e+01 APR_1
2.141390494861580200e-12 4.300000000000000000e+01 3.923691272776463279e+02 1.178519236358309907e+00 1.236199999999858790e+01 APR_1
1.019029181984289283e-12 4.400000000000000000e+01 3.954767973293264163e+02 1.191693286895893600e+00 1.236299999999858734e+01 APR_1
2.116221536198680230e-12 4.500000000000000000e+01 3.985393834862516087e+02 1.204618635267192372e+00 1.236299999999858734e+01 APR_1
2.555498693989823024e-12 4.600000000000000000e+01 4.015585594666790712e+02 1.217303212471157803e+00 1.236299999999858734e+01 APR_1
2.891420890203973774e-12 4.700000000000000000e+01 4.045359028083286717e+02 1.229754564645611170e+00 1.236299999999858734e+01 APR_1
1.773202779475907963e-12 4.800000000000000000e+01 4.074729023092957050e+02 1.241979888034436152e+00 1.236399999999858679e+01 APR_1
1.812598921463995294e-12 4.900000000000000000e+01 4.103709647512385459e+02 1.253986042004838319e+00 1.236399999999858679e+01 APR_1
1.718435751214878577e-12 5.000000000000000000e+01 4.132314209872237143e+02 1.265779502017058578e+00 1.236399999999858679e+01 APR_1
1.546157757021779974e-12 5.100000000000000000e+01 4.160555314657006534e+02 1.277366673593401725e+00 1.236399999999858679e+01 APR_1
2.497352285156593855e-12 5.200000000000000000e+01 4.188444912528071882e+02 1.288753476133764231e+00 1.236299999999858734e+01 APR_1
2.088434061066925079e-12 5.300000000000000000e+01 4.215994346072818644e+02 1.299945621848960675e+00 1.236299999999858734e+01 APR_1
1.518704532114818514e-12 5.400000000000000000e+01 4.243214391554825511e+02 1.310948598454140024e+00 1.236299999999858734e+01 APR_1
