# P, Pc, E, M, R, EoS
5.269904256123188754e-12 6.500000000000000000e+01 3.364068366934801020e+02 1.949036367006347747e+00 1.440499999999745562e+01 PS
2.861827111739531507e-12 6.600000000000000000e+01 3.382815764047915650e+02 1.962538224717050195e+00 1.440999999999745285e+01 PS
4.526725285297730720e-12 6.700000000000000000e+01 3.401559531565321208e+02 1.975764365891248486e+00 1.441399999999745063e+01 PS
4.471294515304914330e-12 6.800000000000000000e+01 3.420299670190115648e+02 1.988721591508399555e+00 1.441799999999744841e+01 PS
2.724697485667537313e-12 6.900000000000000000e+01 3.439036180625082579e+02 2.001416511791203501e+00 1.442199999999744620e+01 PS
4.270745928884039716e-12 7.000000000000000000e+01 3.457769063572819732e+02 2.013855551332400129e+00 1.442499999999744453e+01 PS
5.187573381712311578e-12 7.100000000000000000e+01 3.476498319735751465e+02 2.026044954393507957e+00 1.442799999999744287e+01 PS
5.323805946964471512e-12 7.200000000000000000e+01 3.495223949816102618e+02 2.037990789368587574e+00 1.443099999999744121e+01 PS
4.619902900495669193e-12 7.300000000000000000e+01 3.513945954515944550e+02 2.049698953886666786e+00 1.443399999999743955e+01 PS
4.168834332387999377e-12 7.400000000000000000e+01 3.532664334537214472e+02 2.061175179309979733e+00 1.443699999999743788e+01 PS
4.495620156239958795e-12 7.500000000000000000e+01 3.551379090581674518e+02 2.072425035801115367e+00 1.443899999999743677e+01 PS
5.243860588331034363e-12 7.600000000000000000e+01 3.570090223350981091e+02 2.083453936981674470e+00 1.444099999999743567e+01 PS
5.133391582993884649e-12 7.700000000000000000e+01 3.588797733546612676e+02 2.094267144159291494e+00 1.444299999999743456e+01 PS
4.218355076476930777e-12 7.800000000000000000e+01 3.607501621869924406e+02 2.104869771110777776e+00 1.444499999999743345e+01 PS
3.737597373212777581e-12 7.900000000000000000e+01 3.626201889022139540e+02 2.115266788279559496e+00 1.444699999999743234e+01 PS
4.164995537889055569e-12 8.000000000000000000e+01 3.644898535704336382e+02 2.125463026038876269e+00 1.444799999999743179e+01 PS
5.063251295685900303e-12 8.100000000000000000e+01 3.663591562617463637e+02 2.135463186803413294e+00 1.444899999999743123e+01 PS
7.580632266320607375e-12 8.200000000000000000e+01 3.682280970462327332e+02 2.145271827114481056e+00 1.444999999999743068e+01 PS
4.787087766879904251e-12 8.300000000000000000e+01 3.700966759939601616e+02 2.154893390476922299e+00 1.445099999999743012e+01 PS
3.810788416082579064e-12 8.400000000000000000e+01 3.719648931749809435e+02 2.164332193267029414e+00 1.445199999999742957e+01 PS
1.063952573858289207e-11 8.500000000000000000e+01 3.738327486593362892e+02 2.173592431391582203e+00 1.445199999999742957e+01 PS
3.654726457228538804e-12 8.600000000000000000e+01 3.757002425170524020e+02 2.182678187529308200e+00 1.445299999999742901e+01 PS
4.457891350978361676e-12 8.700000000000000000e+01 3.775673748181419569e+02 2.191593430358555583e+00 1.445299999999742901e+01 PS
7.186591123550240586e-12 8.800000000000000000e+01 3.794341456326029629e+02 2.200342020617976235e+00 1.445299999999742901e+01 PS
4.696002057379971084e-12 8.900000000000000000e+01 3.813005550304232543e+02 2.208927713791359437e+00 1.445299999999742901e+01 PS
4.036233747697048600e-12 9.000000000000000000e+01 3.831666030815744080e+02 2.217354159567690886e+00 1.445299999999742901e+01 PS
1.092449721850816070e-11 9.100000000000000000e+01 3.850322898560149270e+02 2.225624919864352513e+00 1.445199999999742957e+01 PS
7.401536260929125298e-12 9.200000000000000000e+01 3.868976154236892171e+02 2.233743449498558853e+00 1.445199999999742957e+01 PS
1.096107070415473381e-11 9.300000000000000000e+01 3.887625798545296334e+02 2.241713113444260941e+00 1.445099999999743012e+01 PS
3.983636066523771952e-12 9.400000000000000000e+01 3.906271832184534105e+02 2.249537188485665862e+00 1.445099999999743012e+01 PS
7.125236575353483681e-12 9.500000000000000000e+01 3.924914255853656186e+02 2.257218862242093227e+00 1.444999999999743068e+01 PS
7.477857856066073059e-12 9.600000000000000000e+01 3.943553070251563213e+02 2.264761238109430419e+00 1.444899999999743123e+01 PS
