# P, Pc, E, M, R, EoS
9.279898124498768734e-13 8.399999999999998579e+00 2.201498604141722240e+02 4.617260160567205340e-01 1.257599999999846929e+01 HHJ_2
8.618612262069577155e-13 8.499999999999998224e+00 2.210381632915192540e+02 4.654863905572992344e-01 1.256999999999847262e+01 HHJ_2
8.482830629869166032e-13 8.599999999999997868e+00 2.219201272684602486e+02 4.692265827479805695e-01 1.256399999999847594e+01 HHJ_2
6.886123078752196174e-13 8.699999999999997513e+00 2.227958759007354672e+02 4.729468259356378046e-01 1.255899999999847871e+01 HHJ_2
7.638592385005118091e-13 8.799999999999998934e+00 2.236655289462187000e+02 4.766473531806622588e-01 1.255299999999848204e+01 HHJ_2
6.923819244559482304e-13 8.899999999999998579e+00 2.245292025233580091e+02 4.803283814802014606e-01 1.254799999999848481e+01 HHJ_2
6.619907683284843593e-13 8.999999999999998224e+00 2.253870092613055647e+02 4.839901321316524285e-01 1.254299999999848758e+01 HHJ_2
6.703016080858695110e-13 9.099999999999997868e+00 2.262390584422611539e+02 4.876328202351732366e-01 1.253799999999849035e+01 HHJ_2
8.889164256180837213e-13 9.199999999999997513e+00 2.270854561365128177e+02 4.912566594229356709e-01 1.253299999999849312e+01 HHJ_2
9.901089710163812948e-13 9.299999999999997158e+00 2.279263053306251834e+02 4.948618525386194733e-01 1.252799999999849589e+01 HHJ_2
9.010908893356470226e-13 9.399999999999998579e+00 2.287617060491923553e+02 4.984486043633163388e-01 1.252399999999849811e+01 HHJ_2
8.524448511775343378e-13 9.499999999999998224e+00 2.295917554705438306e+02 5.020171108150458528e-01 1.251999999999850033e+01 HHJ_2
8.404421810157511226e-13 9.599999999999997868e+00 2.304165480367632597e+02 5.055675728417587944e-01 1.251599999999850255e+01 HHJ_2
8.662706599465723929e-13 9.699999999999997513e+00 2.312361755583566776e+02 5.091001814233303557e-01 1.251199999999850476e+01 HHJ_2
7.054996515525593162e-13 9.799999999999997158e+00 2.320507273138819357e+02 5.126151217372392210e-01 1.250899999999850642e+01 HHJ_2
7.921186303102569676e-13 9.899999999999998579e+00 2.328602901448313389e+02 5.161125807354781658e-01 1.250499999999850864e+01 HHJ_2
8.507055884557542817e-13 5.000000000000000000e+00 1.849204501826829983e+02 3.198060974580548832e-01 1.309399999999818220e+01 HHJ_2
