# P, Pc, E, M, R, EoS
3.421890659856377666e-13 2.300000000000000000e+01 3.231149266296417295e+02 8.496513383177055623e-01 1.253799999999849035e+01 BL_1
4.182879349655141085e-13 2.400000000000000000e+01 3.283751431504455240e+02 8.687376018115514631e-01 1.252999999999849479e+01 BL_1
3.639196458705194294e-13 2.500000000000000000e+01 3.335099263928518099e+02 8.872511277125505469e-01 1.252299999999849867e+01 BL_1
6.354488008142587402e-13 2.600000000000000000e+01 3.385274362794851299e+02 9.052228340336404555e-01 1.251599999999850255e+01 BL_1
3.329041996687457962e-13 2.700000000000000000e+01 3.434350120023013915e+02 9.226811057658987902e-01 1.250999999999850587e+01 BL_1
6.886477552329271291e-13 2.800000000000000000e+01 3.482392816151461830e+02 9.396520106830947849e-01 1.250299999999850975e+01 BL_1
6.572083327794423413e-13 2.900000000000000000e+01 3.529462536351401809e+02 9.561596049154441612e-01 1.249699999999851308e+01 BL_1
1.045882936031565855e-12 3.000000000000000000e+01 3.575613941200703039e+02 9.722261306621021726e-01 1.249199999999851585e+01 BL_1
1.156530588600368376e-12 3.100000000000000000e+01 3.620896919283027273e+02 9.878722053706763262e-01 1.248599999999851917e+01 BL_1
5.817334427484082290e-13 3.200000000000000000e+01 3.665357142929536849e+02 1.003116978808473059e+00 1.247999999999852250e+01 BL_1
1.098582056658351286e-12 3.300000000000000000e+01 3.709036544033686482e+02 1.017978281614074110e+00 1.247499999999852527e+01 BL_1
8.579661058146037127e-13 3.400000000000000000e+01 3.751973723490318093e+02 1.032472742567450696e+00 1.246899999999852859e+01 BL_1
1.135928616060057315e-12 3.500000000000000000e+01 3.794204305184347277e+02 1.046615903090888811e+00 1.246399999999853137e+01 BL_1
9.767534830272365659e-13 3.600000000000000000e+01 3.835761243397363387e+02 1.060422316140399168e+00 1.245799999999853469e+01 BL_1
5.579038626480716747e-13 3.700000000000000000e+01 3.876675090876743184e+02 1.073905630615209716e+00 1.245299999999853746e+01 BL_1
1.612425661253223284e-12 3.800000000000000000e+01 3.916974233521086717e+02 1.087078653014741603e+00 1.244799999999854023e+01 BL_1
6.948722052354061383e-13 3.900000000000000000e+01 3.956685096602648741e+02 1.099953453455514651e+00 1.244199999999854356e+01 BL_1
1.941621677694794612e-12 4.000000000000000000e+01 3.995832326615370675e+02 1.112541375163641044e+00 1.243699999999854633e+01 BL_1
1.712299800561750925e-12 4.100000000000000000e+01 4.034438952162871033e+02 1.124853142983405885e+00 1.243199999999854910e+01 BL_1
1.106137623444253620e-12 4.200000000000000000e+01 4.072526526751353231e+02 1.136898865108927792e+00 1.242699999999855187e+01 BL_1
9.202529037813421700e-13 4.300000000000000000e+01 4.110115255902310309e+02 1.148688112778492032e+00 1.242099999999855520e+01 BL_1
1.458821587343257499e-12 4.400000000000000000e+01 4.147224110629272786e+02 1.160229935458531703e+00 1.241599999999855797e+01 BL_1
1.229736247797874992e-12 4.500000000000000000e+01 4.183870929016196101e+02 1.171532928864495116e+00 1.241099999999856074e+01 BL_1
1.021867978315323345e-12 4.600000000000000000e+01 4.220072507380208435e+02 1.182605230126446694e+00 1.240599999999856351e+01 BL_1
2.297390530977091257e-12 4.700000000000000000e+01 4.255844682288599756e+02 1.193454579723893350e+00 1.239999999999856684e+01 BL_1
1.982119593530697383e-12 4.800000000000000000e+01 4.291202404521549170e+02 1.204088323033434049e+00 1.239499999999856961e+01 BL_1
8.786016386691492639e-13 4.900000000000000000e+01 4.326159805921930683e+02 1.214513460391041688e+00 1.238899999999857293e+01 BL_1
2.524514293650396598e-12 5.000000000000000000e+01 4.360730259946612364e+02 1.224736655345448400e+00 1.238399999999857570e+01 BL_1
2.153236160470286617e-12 5.100000000000000000e+01 4.394926436626134318e+02 1.234764258164253947e+00 1.237899999999857847e+01 BL_1
1.805551845182769485e-12 5.200000000000000000e+01 4.428760352548019910e+02 1.244602331202842693e+00 1.237399999999858125e+01 BL_1
2.729103428595044993e-12 5.300000000000000000e+01 4.462243416400868909e+02 1.254256658363884558e+00 1.236799999999858457e+01 BL_1
2.299059924149132111e-12 5.400000000000000000e+01 4.495386470549350406e+02 1.263732702686459319e+00 1.236299999999858734e+01 BL_1
1.905084512527035615e-12 5.500000000000000000e+01 4.528199829052744008e+02 1.273035879356334998e+00 1.235799999999859011e+01 BL_1
1.546808601661784797e-12 5.600000000000000000e+01 4.560693312490043922e+02 1.282171183276612503e+00 1.235299999999859288e+01 BL_1
2.409271939747705593e-12 5.700000000000000000e+01 4.592876279911824327e+02 1.291143452653039647e+00 1.234699999999859621e+01 BL_1
1.984420471315612355e-12 5.800000000000000000e+01 4.624757658201916115e+02 1.299957329186585353e+00 1.234199999999859898e+01 BL_1
1.583979431542192622e-12 5.900000000000000000e+01 4.656345969099700710e+02 1.308617260072306721e+00 1.233699999999860175e+01 BL_1
2.401243554475634788e-12 6.000000000000000000e+01 4.687649354105704447e+02 1.317127521579993799e+00 1.233099999999860508e+01 BL_1
1.923402488687407960e-12 6.100000000000000000e+01 4.718675597468639467e+02 1.325492199777908997e+00 1.232599999999860785e+01 BL_1
1.445303049141811075e-12 6.200000000000000000e+01 4.749432147430588884e+02 1.333715233918266962e+00 1.232099999999861062e+01 BL_1
4.024404597918147883e-12 6.300000000000000000e+01 4.779926135888136400e+02 1.341800400034160567e+00 1.231499999999861394e+01 BL_1
1.838145809419495191e-12 6.400000000000000000e+01 4.810164396610710469e+02 1.349751350823191531e+00 1.230999999999861672e+01 BL_1
1.405528609455678054e-12 6.500000000000000000e+01 4.840153482142819712e+02 1.357571569850908322e+00 1.230499999999861949e+01 BL_1
3.790861567658149624e-12 6.600000000000000000e+01 4.869899679503933498e+02 1.365264428648132355e+00 1.229899999999862281e+01 BL_1
1.802048014889100410e-12 6.700000000000000000e+01 4.899409024788385523e+02 1.372833166542555938e+00 1.229399999999862558e+01 BL_1
